OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
IRIDIUM 33 DEB,1997-051QS,2024-04-21T23:17:46.897152,14.14679489,0.0203376,86.3875,106.0581,30.0823,331.1859,0,U,35620,999,75897,0.015538,0.00036645,0
IRIDIUM 33 DEB,1997-051QU,2024-04-21T22:51:15.252768,14.58584468,0.0024668,86.2198,186.5208,213.6607,272.2862,0,U,35622,999,78498,0.0056051,0.00026277,0
IRIDIUM 33 DEB,1997-051QX,2024-04-19T05:44:43.278720,14.21181732,0.0118732,86.1884,285.8687,338.1796,146.7627,0,U,35625,999,57452,0.0031415,7.356e-05,0
IRIDIUM 33 DEB,1997-051RA,2024-04-21T18:11:53.141280,14.53465632,0.0015846,86.3571,273.6194,203.2817,156.7674,0,U,35628,999,77686,0.0044384,0.00018575,0
IRIDIUM 33 DEB,1997-051RD,2024-04-21T21:44:56.652000,14.44505253,0.0016805,86.362,278.5978,322.1606,190.9415,0,U,35631,999,78528,0.0015414,5.35e-05,0
IRIDIUM 33 DEB,1997-051RE,2024-04-21T18:12:55.236096,14.47662828,0.0098421,86.4229,33.7054,26.6417,333.9794,0,U,35632,999,77083,0.012583,0.0004962,0
IRIDIUM 33 DEB,1997-051RJ,2024-04-19T22:33:49.893120,14.08986405,0.0185153,86.105,285.2947,23.2171,129.9394,0,U,35680,999,75977,0.003719,7.56e-05,0
IRIDIUM 33 DEB,1997-051RX,2024-04-21T07:36:17.196480,14.58255154,0.0029948,86.3351,233.871,99.6007,260.8588,0,U,35744,999,78540,0.0029993,0.00013974,0
IRIDIUM 33 DEB,1997-051SC,2024-04-22T03:25:21.325152,14.82008748,0.0012911,86.3666,256.4912,235.5238,124.4765,0,U,35749,999,78291,0.011382,0.00091547,0
IRIDIUM 33 DEB,1997-051SF,2024-04-22T02:07:08.115168,14.618243,0.0020721,86.3442,240.631,90.9496,269.4089,0,U,35797,999,78685,0.0053815,0.00027053,0
IRIDIUM 33 DEB,1997-051SP,2024-04-22T00:07:45.131808,14.60321339,0.0060504,86.3177,321.3835,322.8416,36.8612,0,U,35805,999,76873,0.011236,0.00056108,0
IRIDIUM 33 DEB,1997-051SQ,2024-04-10T18:31:38.477568,14.46469611,0.001445,86.3425,287.3274,323.1092,36.9115,0,U,35806,999,77505,0.0010367,3.751e-05,0
IRIDIUM 33 DEB,1997-051ST,2024-04-19T02:30:05.727744,14.57829372,0.0021034,86.3334,245.7301,156.5354,203.6819,0,U,35809,999,77971,0.0043473,0.00020013,0
IRIDIUM 33 DEB,1997-051SW,2024-04-21T12:50:54.576096,14.38652474,0.0018544,86.3757,313.9707,1.5493,358.5759,0,U,35846,999,77090,0.0016765,5.165e-05,0
IRIDIUM 33 DEB,1997-051SY,2024-04-18T05:25:04.573632,14.59303526,0.0014394,86.3917,283.2661,135.767,224.4693,0,U,35848,999,57828,0.0037558,0.00017821,0
IRIDIUM 33 DEB,1997-051TA,2024-04-21T03:11:09.054816,14.60002804,0.0017064,86.3547,253.2229,122.2453,238.0414,0,U,35850,999,62535,0.0038221,0.00018426,0
IRIDIUM 33 DEB,1997-051TU,2024-04-20T20:37:10.998912,14.48260739,0.0069748,86.2238,259.8791,305.6539,53.8182,0,U,35911,999,78206,0.011026,0.00042683,0
IRIDIUM 33 DEB,1997-051UB,2024-04-18T09:18:24.255072,14.42538879,0.0030201,86.4059,332.9193,26.5445,95.3012,0,U,35918,999,76480,0.002384,7.97e-05,0
IRIDIUM 33 DEB,1997-051UE,2024-04-13T02:59:01.474368,14.55383703,0.0085727,86.4124,47.3537,148.2247,212.4176,0,U,35921,999,77845,0.0054776,0.0002507,0
IRIDIUM 33 DEB,1997-051UK,2024-04-19T06:29:39.587712,15.46252268,0.0018986,86.3189,211.4381,264.4835,95.4256,0,U,35926,999,78588,0.01832,0.00989695,0
IRIDIUM 33 DEB,1997-051UN,2024-04-20T14:32:54.314016,14.6865734,0.0022096,86.3481,229.0246,351.6107,8.4735,0,U,35929,999,78930,0.0048383,0.00028348,0
IRIDIUM 33 DEB,1997-051US,2024-04-17T06:33:12.053952,14.37580026,0.0021827,86.3364,294.1952,55.6134,68.2735,0,U,36011,999,55843,0.0012215,3.691e-05,0
IRIDIUM 33 DEB,1997-051UT,2024-04-21T11:13:09.196320,14.00474138,0.027127,86.4551,185.8036,347.274,12.1676,0,U,36012,999,57023,0.0064767,0.0001325,0
IRIDIUM 33 DEB,1997-051VA,2024-04-21T20:44:49.713792,14.81947696,0.0002172,86.3797,260.5546,19.0445,133.194,0,U,36019,999,77663,0.010793,0.00086514,0
IRIDIUM 33 DEB,1997-051VC,2024-04-18T17:29:02.863104,15.14113438,0.0028579,86.3861,7.6495,202.913,157.0837,0,U,36021,999,49878,0.024057,0.00470288,0
IRIDIUM 33 DEB,1997-051VK,2024-04-20T14:30:51.154272,14.66996191,0.0025526,86.3368,222.443,6.3068,353.8462,0,U,36028,999,78319,0.0045022,0.00025431,0
IRIDIUM 33 DEB,1997-051VM,2024-04-15T04:29:36.324672,14.41403291,0.0018848,86.3173,271.0848,19.9413,340.2519,0,U,36080,999,76824,0.0012787,4.17e-05,0
IRIDIUM 33 DEB,1997-051VQ,2024-04-15T18:21:45.580896,14.38782274,0.0030035,86.3464,294.0676,67.7799,292.658,0,U,36083,999,76832,0.0013333,4.136e-05,0
IRIDIUM 33 DEB,1997-051VU,2024-04-17T00:14:26.763936,14.59285591,0.0042655,86.3042,213.1841,88.2942,272.3152,0,U,36390,999,57396,0.0036244,0.00017385,0
IRIDIUM 33 DEB,1997-051VZ,2024-04-15T07:20:17.905056,14.40924528,0.0008611,86.3785,311.0383,348.8272,11.2735,0,U,36483,999,56396,0.00097996,3.164e-05,0
IRIDIUM 33 DEB,1997-051WB,2024-04-21T13:09:44.409888,14.68735113,0.0080293,86.4343,37.8482,341.2357,18.5901,0,U,36485,999,75048,0.018027,0.00111909,0
IRIDIUM 33 DEB,1997-051WD,2024-04-21T12:57:06.037344,14.37739084,0.0118234,86.3509,52.5709,71.5862,289.8147,0,U,36487,999,74507,0.022361,0.00073636,0
IRIDIUM 33 DEB,1997-051WG,2024-04-20T21:30:31.456224,14.56903328,5.33e-05,86.3686,277.1537,334.4565,25.6617,0,U,36490,999,77676,0.0041725,0.00018768,0
