OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-31378,2024-027B,2024-02-24T12:00:00.999648,15.62704555,0.0001338,53.1601,165.6149,74.3901,142.459,0,U,58932,999,324,-0.021533,-0.01758789,0
STARLINK-31350,2024-027C,2024-02-24T12:00:00.999648,15.62699711,0.0001082,53.16,165.6073,90.5349,130.2632,0,U,58933,999,324,-0.021567,-0.01760823,0
STARLINK-31337,2024-027D,2024-02-24T12:00:00.999648,15.62703225,0.0001025,53.16,165.6114,93.5204,125.3029,0,U,58934,999,324,-0.021563,-0.01760717,0
STARLINK-31362,2024-027E,2024-02-24T04:00:00.999936,15.637464,0.0001412,53.1603,167.2327,27.0495,118.8922,0,U,58935,999,315,-0.018864,-0.01593257,0
STARLINK-31383,2024-027F,2024-02-24T12:00:00.999648,15.62689248,7.62e-05,53.1605,165.6012,84.0361,140.7136,0,U,58936,999,324,-0.021498,-0.01754961,0
STARLINK-31390,2024-027G,2024-02-24T12:00:00.999648,15.62689357,0.0001151,53.1603,165.5949,98.0942,128.6277,0,U,58937,999,324,-0.021551,-0.01759051,0
STARLINK-31377,2024-027H,2024-02-24T12:00:00.999648,15.6268532,0.0001284,53.1601,165.5906,75.0272,153.6691,0,U,58938,999,314,-0.021553,-0.01759024,0
STARLINK-31372,2024-027J,2024-02-24T12:00:00.999648,15.62683127,0.0001169,53.1604,165.5894,69.9865,160.6838,0,U,58939,999,319,-0.021587,-0.01761302,0
STARLINK-31371,2024-027K,2024-02-24T12:00:00.999648,15.62678969,0.0001173,53.1604,165.5833,75.3283,157.317,0,U,58940,999,324,-0.021566,-0.01759514,0
STARLINK-31345,2024-027L,2024-02-24T12:00:00.999648,15.62677208,9.13e-05,53.1603,165.5789,82.5314,152.0886,0,U,58941,999,324,-0.021579,-0.01760207,0
STARLINK-31354,2024-027M,2024-02-24T12:00:00.999648,15.62673592,0.0001091,53.1602,165.5745,89.9415,146.653,0,U,58942,999,324,-0.021584,-0.01760447,0
STARLINK-31346,2024-027N,2024-02-24T12:00:00.999648,15.62670495,9.51e-05,53.1601,165.5705,83.8782,154.6912,0,U,58943,999,319,-0.021579,-0.01759812,0
STARLINK-31336,2024-027P,2024-02-24T12:00:00.999648,15.62667325,9.51e-05,53.16,165.5655,81.0752,159.4689,0,U,58944,999,324,-0.021587,-0.01760198,0
STARLINK-31359,2024-027Q,2024-02-24T08:00:01.000224,15.77488297,0.0001741,53.1666,166.1536,74.9245,60.7909,0,U,58945,999,321,-0.0076641,-0.01157388,0
STARLINK-31331,2024-027R,2024-02-24T12:00:00.999648,15.62661523,8.69e-05,53.1601,165.557,82.0954,162.3971,0,U,58946,999,315,-0.0216,-0.0176074,0
STARLINK-31116,2024-027S,2024-02-24T12:00:00.999648,15.62657391,0.0001013,53.1601,165.5531,108.2024,138.2634,0,U,58947,999,298,-0.021574,-0.01758669,0
STARLINK-31311,2024-027T,2024-02-24T12:00:00.999648,15.62653486,0.0001097,53.1601,165.5493,102.6361,145.8048,0,U,58948,999,293,-0.021571,-0.01758255,0
STARLINK-31294,2024-027U,2024-02-24T12:00:00.999648,15.62649081,9.5e-05,53.1602,165.5469,84.7455,165.6712,0,U,58949,999,324,-0.021563,-0.01757317,0
STARLINK-31287,2024-027V,2024-02-24T12:00:00.999648,16.0201429,0.0001908,53.1642,164.176,26.6677,172.067,0,U,58950,999,299,-0.0015009,-0.00888424,0.00027427
STARLINK-31330,2024-027W,2024-02-24T12:00:00.999648,15.6264153,9.47e-05,53.1605,165.5354,99.596,156.7425,0,U,58951,999,324,-0.021598,-0.01759397,0
STARLINK-31293,2024-027X,2024-02-24T12:00:00.999648,15.62641861,5.66e-05,53.1606,165.5433,55.3972,196.9979,0,U,58952,999,314,-0.021544,-0.01755279,0
DRUMS TARGET-2,2021-102N,2024-02-23T21:19:13.424448,15.08970977,0.0018309,97.4484,105.5494,280.631,79.2857,0,U,58954,999,857,0.0010799,0.00017089,0
HBTSS-SV2,2024-028A,2024-02-24T02:42:45.231264,13.70231976,0.000788,39.992,321.1411,48.1342,312.0076,0,U,58955,999,126,0.0002797,1.71e-06,0
RAPTOR4,2024-028B,2024-02-24T02:42:16.776288,13.70279639,0.0007903,39.9923,321.1353,49.3472,310.7961,0,U,58956,999,125,8.4624e-05,-3e-08,0
RAPTOR1,2024-028C,2024-02-24T02:41:49.579296,13.70326834,0.0007913,39.9915,321.1411,50.9558,309.1892,0,U,58957,999,125,6.4593e-05,-2e-07,0
RAPTOR3,2024-028D,2024-02-24T02:41:20.356224,13.70377289,0.0007891,39.9923,321.132,52.6572,307.4892,0,U,58958,999,125,3.6769e-05,-4.5e-07,0
RAPTOR2,2024-028E,2024-02-24T02:40:52.712544,13.70425728,0.0007844,39.9919,321.1368,54.4661,305.6816,0,U,58959,999,125,8.2596e-05,-4e-08,0
HBTSS-SV1,2024-028F,2024-02-24T02:39:59.986944,13.70519303,0.0008357,39.9921,321.1297,57.3247,302.8305,0,U,58960,999,125,0.0003218,2.09e-06,0
PROGRESS-MS 26,2024-029A,2024-02-23T17:49:37.411968,15.50282332,0.0001898,51.6406,162.5138,308.4093,206.3967,0,U,58961,999,44080,0.00030204,0.00016991,0
FALCON 9 R/B,2024-030B,2024-02-15T06:40:12.999936,0.08200507,0.97047,28.51,65.08,239.96,5,0,U,58964,999,0,0,-0.00014702,0
STARLINK-31373,2024-031A,2024-02-24T07:20:27.039264,15.80089152,5.75e-05,53.1685,156.5354,142.2425,217.8638,0,U,58965,999,253,-0.0015094,-0.00278932,0
STARLINK-31449,2024-031B,2024-02-24T07:20:01.748256,15.80213865,2.2e-05,53.1687,156.5339,124.2172,235.8871,0,U,58966,999,253,-0.00098573,-0.00185413,0
STARLINK-31314,2024-031C,2024-02-24T07:19:30.991584,15.80170436,8.06e-05,53.1685,156.5309,64.439,295.6716,0,U,58967,999,253,-0.0014932,-0.00277046,0
STARLINK-31356,2024-031D,2024-02-24T07:19:01.140384,15.80204341,5.83e-05,53.169,156.5293,3.0414,357.0612,0,U,58968,999,248,-0.0014967,-0.00278082,0
STARLINK-31335,2024-031E,2024-02-24T07:18:28.453536,15.80221657,6.57e-05,53.1688,156.5261,55.1836,304.9248,0,U,58969,999,253,-0.0033189,-0.00594372,0
STARLINK-31368,2024-031F,2024-02-24T07:17:59.965728,15.80345477,6.47e-05,53.1692,156.5251,327.8696,32.2287,0,U,58970,999,253,-0.0009408,-0.00178219,0
STARLINK-31333,2024-031G,2024-02-24T07:17:27.008448,15.80352796,6.77e-05,53.1683,156.522,344.943,15.1572,0,U,58971,999,253,-0.0010481,-0.00198082,0
STARLINK-31351,2024-031H,2024-02-24T07:16:58.009152,15.80331753,4.72e-05,53.1685,156.5194,12.0883,348.0151,0,U,58972,999,253,-0.0014025,-0.00262613,0
STARLINK-31365,2024-031J,2024-02-24T07:16:00.994656,15.80398468,4e-05,53.1682,156.5149,63.1344,296.9719,0,U,58973,999,253,-0.001504,-0.00281809,0
STARLINK-31361,2024-031K,2024-02-24T07:16:33.165696,15.80360133,5.76e-05,53.1684,156.5172,352.2352,7.8661,0,U,58974,999,253,-0.0016005,-0.00298746,0
STARLINK-31369,2024-031L,2024-02-24T07:15:28.832256,15.80397998,5.05e-05,53.1681,156.5125,10.9076,349.1957,0,U,58975,999,253,-0.0015555,-0.00291123,0
STARLINK-31324,2024-031M,2024-02-24T07:14:58.498080,15.80440655,1.36e-05,53.1686,156.5092,345.6782,14.4237,0,U,58976,999,253,-0.0015106,-0.00283526,0
STARLINK-31358,2024-031N,2024-02-24T07:14:24.750240,15.80486758,2.98e-05,53.1683,156.5076,58.6391,301.4661,0,U,58977,999,248,-0.0014953,-0.00281334,0
STARLINK-31355,2024-031P,2024-02-24T07:13:54.658848,15.80603441,4.29e-05,53.1678,156.5044,321.079,39.0202,0,U,58978,999,253,-0.00093511,-0.0017923,0
STARLINK-31380,2024-031Q,2024-02-24T07:13:25.146336,15.80556244,6.49e-05,53.1682,156.5021,37.9947,322.1121,0,U,58979,999,253,-0.0014931,-0.00281819,0
STARLINK-31353,2024-031R,2024-02-24T07:12:21.595680,15.806006,6.7e-05,53.1677,156.4954,124.2783,235.8303,0,U,58980,999,248,-0.003255,-0.00593298,0
STARLINK-31339,2024-031S,2024-02-24T07:12:54.172800,15.80564166,6.5e-05,53.1682,156.5013,41.1839,318.9233,0,U,58981,999,253,-0.0016239,-0.00305722,0
STARLINK-31360,2024-031T,2024-02-24T07:11:52.352736,15.80567912,4.4e-05,53.1693,156.4938,91.9941,268.1132,0,U,58982,999,253,-0.0019503,-0.00364618,0
STARLINK-31384,2024-031U,2024-02-24T07:11:22.691616,15.80605055,4.24e-05,53.1679,156.4927,58.8722,301.2342,0,U,58983,999,253,-0.0018132,-0.00340551,0
STARLINK-31379,2024-031V,2024-02-24T07:10:52.220064,15.80631196,8.37e-05,53.1678,156.489,22.4102,337.6957,0,U,58984,999,253,-0.0019213,-0.00360454,0
STARLINK-31385,2024-031W,2024-02-24T08:17:56.752800,15.89952461,1.03e-05,53.1682,156.0627,325.2717,34.8303,0,U,58985,999,253,-0.00039188,-0.00119222,0
STARLINK-31229,2024-031X,2024-02-24T07:09:47.586816,15.80721672,5.08e-05,53.1677,156.4845,13.4662,346.6374,0,U,58986,999,253,-0.0016459,-0.00311884,0
2024-032A,2024-032A,2024-02-24T10:20:05.257824,14.66570113,0.0001913,98.1186,112.7567,212.3453,147.7634,0,U,58987,999,108,0.00012442,6.42e-06,0
2024-032B,2024-032B,2024-02-21T10:15:45.408096,14.66967822,0.0001717,98.12,109.7876,268.0294,92.0713,0,U,58988,999,64,0.0025736,0.00014389,0
2024-032C,2024-032C,2024-02-24T11:49:08.520672,14.67834628,0.0004678,98.1143,112.8268,323.3944,36.694,0,U,58989,999,109,0.00034459,1.919e-05,0
INSAT-3DS,2024-033A,2024-02-18T06:09:05.908896,2.12501023,0.7439297,19.4346,272.9648,178.6043,206.5352,0,U,58990,999,2,0.014711,0.00477622,8.9628e-07
GSLV R/B,2024-033B,2024-02-24T07:38:17.322720,2.12936634,0.7437286,19.385,270.7239,182.6198,168.0093,0,U,58991,999,14,0.00098338,0.00037869,-5.1062e-07
ADRAS-J,2024-034A,2024-02-24T10:47:28.550400,15.00501452,0.0046574,98.2003,23.2389,63.8157,296.7843,0,U,58992,999,87,0.00052092,6.649e-05,0
2024-034B,2024-034B,2024-02-24T10:42:34.356672,15.01482415,0.0046662,98.2051,23.2555,63.7117,296.8889,0,U,58993,999,87,0.0010637,0.00014026,0
2024-034C,2024-034C,2024-02-24T10:42:25.545600,15.76169308,0.0211412,98.2165,24.0273,207.9576,151.0202,0,U,58994,999,90,0.001444,0.01084337,2.6478e-06
MERAH PUTIH 2,2024-035A,2024-02-22T10:43:36.732288,1.38485193,0.8032276,20.7825,289.6865,179.5186,71.1941,0,U,58995,999,11,0,-9.3e-07,0
FALCON 9 R/B,2024-035B,2024-02-22T10:58:19.029216,1.37749614,0.8037902,20.7896,289.6888,179.5464,72.0594,0,U,58996,999,2,0,-9.4e-07,0
AAC-AIS-SAT3,2023-174DJ,2024-02-23T21:20:35.876832,14.73542872,0.0007384,97.7316,129.5229,187.2592,172.8511,0,U,58997,999,1629,0.00039363,2.514e-05,0
2024-037A,2024-037A,2024-02-23T22:00:17.819424,2.28002547,0.729672,16.4939,345.4935,190.7868,342.384,0,U,59020,999,0,0,-5.83e-06,0
