OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036BCN,2024-04-17T20:42:31.439232,14.2568566,0.0093164,74.0179,161.7584,352.6467,7.3307,0,U,36528,999,55804,0.0014562,3.59e-05,0
COSMOS 2251 DEB,1993-036BCP,2024-04-05T14:44:33.180288,14.29201484,0.0138575,74.0406,66.3701,289.6631,191.1877,0,U,36529,999,74685,0.0048066,0.00013538,0
COSMOS 2251 DEB,1993-036BCQ,2024-04-21T18:31:22.518624,15.085544,0.0007367,73.9988,237.3738,151.6115,208.5479,0,U,36530,999,74485,0.012381,0.00198985,0
COSMOS 2251 DEB,1993-036BCR,2024-04-15T03:58:32.896128,14.06294404,0.0226583,74.1059,11.5264,183.4432,176.5161,0,U,36531,999,50892,0.0038417,7.972e-05,0
COSMOS 2251 DEB,1993-036BCT,2024-04-21T03:17:19.871520,14.46127991,0.0049448,74.0134,161.0588,94.0708,266.6104,0,U,36533,999,75960,0.0010658,3.84e-05,0
COSMOS 2251 DEB,1993-036BCZ,2024-04-22T01:12:31.792608,14.52285318,0.0029143,74.0238,113.3608,38.7314,321.5929,0,U,36539,999,75229,0.0024988,0.000102,0
COSMOS 2251 DEB,1993-036BDA,2024-04-21T17:54:49.206240,14.48001989,0.0019488,74.0337,234.3982,86.9318,273.4071,0,U,36540,999,77291,0.0040884,0.00015228,0
COSMOS 2251 DEB,1993-036BDL,2024-04-21T14:09:26.480448,14.23510789,0.0083034,74.0484,195.5164,30.28,330.3105,0,U,36550,999,76111,0.0017894,4.194e-05,0
COSMOS 2251 DEB,1993-036BDM,2024-04-21T09:40:18.092352,14.76095137,0.0080296,73.8954,145.2457,230.5356,128.8696,0,U,36551,999,57995,0.0021378,0.00015553,0
COSMOS 2251 DEB,1993-036BDP,2024-04-19T05:37:27.884928,15.35823283,0.0019657,74.0197,68.2969,266.0289,93.8669,0,U,36553,999,58984,0.011362,0.00420924,0
